State,Council,What's On?,Icon,Short description,Suitable for,Day,Time,Where?,Address,
QLD,Redland City Council,Saturday story time,books,Read a story with us! A fun-filled morning of storytelling and craft.,0 – 8 years,Saturday,9:30am – 10:15am,Cleveland Library,"Capalaba Central Shopping Centre, Shop 2, 38/62 Moreton Bay Rd, Capalaba QLD 415",
QLD,Redland City Council,Pop up library,books,"Dive into the joy of learning and discovery with our engaging outdoor sessions in the scenic parks of Redland Coast. Enjoy the fresh air while discovering new First 5 Forever stories, rhymes, and activities that spark imagination and foster a love for reading and learning. Come along and make new friends in this delightful setting! Bring a hat, sunscreen, and a water bottle.",0 – 5 years,Monday,9:30am – 10:30am,Thornlands Community Park,"270-282 Cleveland - Redland Bay Rd, Thornlands QLD 4164",
QLD,Redland City Council,Toddler time,toddler_session,"Join us for a fun and energetic morning as we talk, sing, read, dance and move together. Learn action rhymes and songs to develop your toddler’s pre-literacy, language, communication and social skills.",0 – 3 years,Tuesday,9:30am – 10:00am,Cleveland Library,"Cnr. Bloomfield and, Middle St, Cleveland QLD 4163",
QLD,Redland City Council,Story time,books,"Share stories with your little one in this engaging and interactive session. Have fun with movement, action rhymes, songs and stories, and develop a life-long love of reading together.",3 – 5 years,Tuesday,10:15am – 10:45am,Cleveland Library,"Cnr. Bloomfield and, Middle St, Cleveland QLD 4163",
QLD,Redland City Council,Baby time,infant_session,"Meet other parents and babies in this fun-filled session of simple rhymes, songs, actions and books. These engaging sessions are designed to nurture your baby’s pre-literacy, language, communication and social skills. Perfect for babies up to 1 year old. Please bring your own baby blanket.",0 – 1 years,Tuesday,11:00am – 11:30am,Cleveland Library,"Cnr. Bloomfield and, Middle St, Cleveland QLD 4163",
QLD,Ipswich City Council,Baby Rhyme Time,infant_session,"Enjoy a fun-filled session with songs, rhymes, and activities designed to nurture your baby’s language, communication, and social skills. Perfect for babies aged 0-1 years.",0 – 1 years,Wednesday,9:30am – 10:00am,Springfield Central Library,"Cnr Main St and, Sirius Dr, Springfield Central QLD 4300",
QLD,Ipswich City Council,Baby Rhyme Time,infant_session,"A wonderful session for babies with rhymes, songs, and books designed to develop early language skills in a warm and welcoming environment.",0 – 1 years,Wednesday,11:00am – 11:30am,Springfield Central Library,"Cnr Main St and, Sirius Dr, Springfield Central QLD 4300",
QLD,Ipswich City Council,Baby Rhyme Time,infant_session,"Join us for more outdoor rhyme time fun in a relaxed setting with songs, rhymes, and activities aimed at promoting early literacy and social skills in babies.",0 – 1 years,Wednesday,9:30am – 10:00am,Leichhardt One Mile Community Centre,"1 Denman St, Leichhardt QLD 4305",
QLD,Ipswich City Council,Baby Rhyme Time,infant_session,"Connect with other parents and babies while enjoying rhymes, songs, and activities that develop early language skills and encourage bonding.",0 – 1 years,Monday,10:30am – 11:00am,Redbank Plains Library,"Moreton Avenue, Redbank Plains QLD 4301",
QLD,Ipswich City Council,Story Time,books,"Discover the magic of stories and make new friends as we explore a different theme every month. Enjoy music, movement, stories, and rhymes that are sure to make you smile! Ages 0-5 years with parents/carers.",0 – 5 years,Tuesday,9:30am – 10:00am,Ipswich Children's Library,"Nicholas Street Precinct, Ipswich QLD 4305",
QLD,Ipswich City Council,Story Time,books,"Enjoy a magical session of stories, music, and movement. Themes change each month, with plenty of fun and learning for everyone! Ages 0-5 years with parents/carers.",0 – 5 years,Tuesday,9:30am – 10:00am,Springfield Central Library,"Cnr Main St and, Sirius Dr, Springfield Central QLD 4300",
QLD,Ipswich City Council,Story Time,books,"Bring your little ones to explore the magic of stories, rhymes, and music. A new theme every month that engages young minds and brings smiles! Ages 0-5 years with parents/carers.",0 – 5 years,Wednesday,10:30am – 11:00am,Redbank Plaza Library,"1 Collingwood Dr, Redbank QLD 4301",
QLD,Ipswich City Council,Story Time,books,Experience a unique Story Time with Auslan (Australian Sign Language) interpretation. Perfect for families looking for an inclusive environment.,0 – 5 years,Thursday,9:30am – 10:00am,Ipswich Children's Library,"Nicholas Street Precinct, Ipswich QLD 4305",
QLD,Ipswich City Council,Story Time,books,"An inclusive Story Time with Auslan (Australian Sign Language) interpretation. Engage with stories, rhymes, and more in this sensory-friendly session.",0 – 5 years,Friday,9:30am – 10:00am,Springfield Central Library,"Cnr Main St and, Sirius Dr, Springfield Central QLD 4300",
QLD,Ipswich City Council,Story Time,books,Discover the magic of stories and explore different monthly themes in this fun-filled Story Time session for young children.,0 – 5 years,Wednesday,10:30am – 11:00am,Rosewood Library,"15 Railway St, Rosewood QLD 4340",
QLD,Ipswich City Council,Story Time,books,"Experience a lively session full of stories, songs, and rhymes designed to spark joy and foster early learning for little ones.",0 – 5 years,Thursday,9:30am – 10:00am,Ipswich Children's Library,"Nicholas Street Precinct, Ipswich QLD 4305",
QLD,Ipswich City Council,Toddler Time,rhymetime,"Explore a world of stories and nurture early literacy development as we dance, sing, read and rhyme. Discover a new theme each month during these interactive sessions. Ages 0-5 years with parents and/or carers (ideal for children 6 months - 2 years).",0 – 5 years,Tuesday,10:30 am - 11:00 am,Ipswich Children's Library,"Nicholas Street Precinct, Ipswich QLD 4305",
QLD,Ipswich City Council,Toddler Time,rhymetime,"Explore a world of stories and nurture early literacy development as we dance, sing, read and rhyme. Discover a new theme each month during these interactive sessions. Ages 0-5 years with parents and/or carers (ideal for children 6 months - 2 years).",0 – 5 years,Tuesday,10:30 am - 11:00 am,Springfield Central Library,"Cnr Main St and, Sirius Dr, Springfield Central QLD 4300",
QLD,Ipswich City Council,Toddler Time - Auslan,no_hearing,"Explore a world of stories and nurture early literacy development as we dance, sing, read and rhyme. Discover a new theme each month during these interactive sessions. Ages 0-5 years with parents and/or carers (ideal for children 6 months - 2 years).  NOTE: this only  runs on the second Thursday of the month.",0 – 5 years,Thursday,10:30 am - 11:00 am,Ipswich Children's Library,"Nicholas Street Precinct, Ipswich QLD 4305",
QLD,Ipswich City Council,Toddler Time - Auslan,no_hearing,"Explore a world of stories and nurture early literacy development as we dance, sing, read and rhyme. Discover a new theme each month during these interactive sessions. Ages 0-5 years with parents and/or carers (ideal for children 6 months - 2 years).   NOTE: this only runs on the second Friday of the month.",0 – 5 years,Friday,10:30 am - 11:00 am,Springfield Central Library,"Cnr Main St and, Sirius Dr, Springfield Central QLD 4300",
QLD,Ipswich City Council,Toddler Time - with a Speech Pathologist,nurse,"Explore a world of stories and nurture early literacy development as we dance, sing, read and rhyme. Discover a new theme each month during these interactive sessions. Ages 0-5 years with parents and/or carers (ideal for children 6 months - 2 years).  NOTE: this only runs on the third Thursday of the month.",0 – 5 years,Thursday,10:30 am - 11:00 am,Springfield Central Library,"Cnr Main St and, Sirius Dr, Springfield Central QLD 4300",
QLD,Ipswich City Council,Toddler Time - with a Speech Pathologist,nurse,"Explore a world of stories and nurture early literacy development as we dance, sing, read and rhyme. Discover a new theme each month during these interactive sessions. Ages 0-5 years with parents and/or carers (ideal for children 6 months - 2 years).  NOTE: this only runs on the first Tuesday of the month.",0 – 5 years,Tuesday,10:30 am - 11:00 am,Ipswich Children's Library,"Nicholas Street Precinct, Ipswich QLD 4305",
QLD,Ipswich City Council,Toddler Time,toddler_session,"Explore a world of stories and nurture early literacy development as we dance, sing, read and rhyme. Discover a new theme each month during these interactive sessions. Ages 0-5 years with parents and/or carers (ideal for children 6 months - 2 years).",0 – 5 years,Thursday,10:30 am - 11:00 am,Ipswich Children's Library,"Nicholas Street Precinct, Ipswich QLD 4305",
QLD,Ipswich City Council,Toddler Time,toddler_session,"Explore a world of stories and nurture early literacy development as we dance, sing, read and rhyme. Discover a new theme each month during these interactive sessions. Ages 0-5 years with parents and/or carers (ideal for children 6 months - 2 years).",0 – 5 years,Friday,10:30 am - 11:00 am,Springfield Central Library,"Cnr Main St and, Sirius Dr, Springfield Central QLD 4300",
QLD,Ipswich City Council,Dive Into Books,waves,"Splish, Splosh, Splash. Nurture your child's love of language and stories at your local pool. Ages 0-5 years with mums, dads and/or carers. These sessions are subject to weather conditions. This is an outdoor event so please remember to bring your hat, sun protection and water bottle.",0 – 5 years,Thursday,10:00 am - 10:30 am,Leichhardt Community Pool,"21 Toongarra Road, Leichhardt QLD 4305",
QLD,Ipswich City Council,Story Time at Bunnings,books,Building Skills Together. Nurture your child's love of language and stories at your local Bunnings store.  NOTE: this is only on the 2nd or 3rd Tuesday of the Month.,0 – 5 years,Tuesday,10:00 am - 10:30 am,Bunnings Springfield,"Cnr Southern Cross Circuit &, Main St, Springfield Central QLD 4300",
QLD,Ipswich City Council,Story Time at Bunnings,books,Building Skills Together. Nurture your child's love of language and stories at your local Bunnings store.  NOTE: this is only on the 2nd or 3rd Tuesday of the Month.,0 – 5 years,Tuesday,10:00 am - 10:30 am,Bunnings Bundamba,"Corner Brisbane Street &, Mining St, Bundamba QLD 4304",
QLD,Ipswich City Council,Story Time at the Park,books,Nurture your child's love of language and stories at your local park. Learn about your local environment through a fun activity provided by the Environmental Education team.  NOTE: This is only on  the 1st Friday of the Month.,0 – 5 years,Friday,9:30 am - 10:00 am,Queens Park Environmental Education Centre,"Merle Finimore Ave, Ipswich QLD 4305",
QLD,Ipswich City Council,Story Time at the Park,books,Nurture your child's love of language and stories at your local park. Learn about your local environment through a fun activity provided by the Environmental Education team.  NOTE: This is only on  the 1st Friday of the Month.,0 – 5 years,Friday,10:00 am - 10:30 am,Queens Park Environmental Education Centre,"Merle Finimore Ave, Ipswich QLD 4305",
QLD,Noosa Shire Council,Babes in Arms,infant_session,Enjoy a special connection with your baby by sharing rhymes and songs in these friendly and relaxed group sessions. Bring your own scarf for peekaboo songs.,0 – 1 years,Tuesday,9:00 am - 9:30 am,Noosaville Library,"7 Wallace Dr, Noosaville QLD 4566",
QLD,Noosa Shire Council,Storytime,books,"Stories and songs for children under 5 and their parents or carers, encouraging language development and listening skills.",0 – 5 years,Tuesday,10:00 am - 10:30 am,Noosaville Library,"7 Wallace Dr, Noosaville QLD 4566",
QLD,Noosa Shire Council,Babes in Arms,infant_session,"Similar to Noosaville, enjoy rhymes and songs with your baby in a relaxed group session. Bring a scarf or fabric piece for peekaboo songs.",0 – 1 years,Wednesday,9:00 am - 9:30 am,Cooroy Library,"9 Maple St, Cooroy QLD 4563",
QLD,Noosa Shire Council,Storytime,books,Stories and songs for children under 5 to foster language development and listening skills in a friendly environment.,0 – 5 years,Wednesday,10:00 am - 10:30 am,Cooroy Library,"9 Maple St, Cooroy QLD 4563",
QLD,Sunshine Coast Council,Storytime,books,Regular Storytime sessions help your child discover the magical world of books and reading.,2 - 5 years,Tuesday,9:30 am - 10:30 am,Beerwah Library,"25 Peachester Rd, Beerwah QLD 4519",
QLD,Sunshine Coast Council,Storytime,books,Regular Storytime sessions help your child discover the magical world of books and reading.,2 - 5 years,Wednesday,9:30 am - 10:30 am,Caloundra Library,"8 Omrah Ave, Caloundra QLD 4551",
QLD,Sunshine Coast Council,Storytime,books,Regular Storytime sessions help your child discover the magical world of books and reading.,2 - 5 years,Thursday,9:30 am - 10:30 am,Coolum Library,"6 Park St, Coolum Beach QLD 4573",
QLD,Sunshine Coast Council,Storytime,books,Regular Storytime sessions help your child discover the magical world of books and reading.,2 - 5 years,Thursday,9:30 am - 10:30 am,Kawana Library,"30 Nanyima St, Buddina QLD 4575",
QLD,Sunshine Coast Council,Storytime,books,Regular Storytime sessions help your child discover the magical world of books and reading.,2 - 5 years,Wednesday,9:30 am - 10:30 am,Kenilworth Library,"4A Elizabeth St, Kenilworth QLD 4574",
QLD,Sunshine Coast Council,Storytime,books,Regular Storytime sessions help your child discover the magical world of books and reading.,2 - 5 years,Tuesday,9:30 am - 10:30 am,Maleny Library,"5 Coral St, Maleny QLD 4552",
QLD,Sunshine Coast Council,Storytime,books,Regular Storytime sessions help your child discover the magical world of books and reading.,2 - 5 years,Tuesday,9:30 am - 10:30 am,Maroochydore Library,"44 Sixth Ave, Maroochydore QLD 4558",
QLD,Sunshine Coast Council,Storytime,books,Regular Storytime sessions help your child discover the magical world of books and reading.,2 - 5 years,Wednesday,9:30 am - 10:30 am,Nambour Library,"Cnr Currie St &, Bury St, Nambour QLD 4560",
QLD,Sunshine Coast Council,Rhymetime,rhymetime,Rhymetime helps your baby develop pre-literacy and language skills.,0 - 2 years,Friday,9:30am – 10:00am,Beerwah Library,"25 Peachester Rd, Beerwah QLD 4519",
QLD,Sunshine Coast Council,Rhymetime,rhymetime,Rhymetime helps your baby develop pre-literacy and language skills.,0 - 2 years,Tuesday,9:30am – 10:00am,Caloundra Library,"8 Omrah Ave, Caloundra QLD 4551",
QLD,Sunshine Coast Council,Rhymetime,rhymetime,Rhymetime helps your baby develop pre-literacy and language skills.,0 - 2 years,Thursday,9:30am – 10:00am,Caloundra Library,"8 Omrah Ave, Caloundra QLD 4551",
QLD,Sunshine Coast Council,Rhymetime,rhymetime,Rhymetime helps your baby develop pre-literacy and language skills.,0 - 2 years,Wednesday,9:30am – 10:00am,Coolum Library,"6 Park St, Coolum Beach QLD 4573",
QLD,Sunshine Coast Council,Rhymetime,rhymetime,Rhymetime helps your baby develop pre-literacy and language skills.,0 - 2 years,Wednesday,10:30 am - 11:00 am,Coolum Library,"6 Park St, Coolum Beach QLD 4573",
QLD,Sunshine Coast Council,Rhymetime,rhymetime,Rhymetime helps your baby develop pre-literacy and language skills.,0 - 2 years,Tuesday,9:30am – 10:00am,Kawana Library,"30 Nanyima St, Buddina QLD 4575",
QLD,Sunshine Coast Council,Rhymetime,rhymetime,Rhymetime helps your baby develop pre-literacy and language skills.,0 - 2 years,Wednesday,10:00 am - 10:30 am,Kawana Library,"30 Nanyima St, Buddina QLD 4575",
QLD,Sunshine Coast Council,Rhymetime,rhymetime,Rhymetime helps your baby develop pre-literacy and language skills.,0 - 2 years,Friday,9:30am – 10:00am,Maleny Library,"5 Coral St, Maleny QLD 4552",
QLD,Sunshine Coast Council,Rhymetime,rhymetime,Rhymetime helps your baby develop pre-literacy and language skills.,0 - 2 years,Monday,10:30 am - 11:00 am,Maroochydore Library,"44 Sixth Ave, Maroochydore QLD 4558",
QLD,Sunshine Coast Council,Rhymetime,rhymetime,Rhymetime helps your baby develop pre-literacy and language skills.,0 - 2 years,Wednesday,9:30am – 10:00am,Maroochydore Library,"44 Sixth Ave, Maroochydore QLD 4558",
QLD,Sunshine Coast Council,Rhymetime,rhymetime,Rhymetime helps your baby develop pre-literacy and language skills.,0 - 2 years,Thursday,10:30 am - 11:00 am,Maroochydore Library,"44 Sixth Ave, Maroochydore QLD 4558",
QLD,Sunshine Coast Council,Rhymetime,rhymetime,Rhymetime helps your baby develop pre-literacy and language skills.,0 - 2 years,Tuesday,9:30am – 10:00am,Nambour Library,"Cnr Currie St &, Bury St, Nambour QLD 4560",
QLD,Sunshine Coast Council,Rhymetime,rhymetime,Rhymetime helps your baby develop pre-literacy and language skills.,0 - 2 years,Tuesday,10:30 am - 11:00 am,Nambour Library,"Cnr Currie St &, Bury St, Nambour QLD 4560",
QLD,City of Gold Coast,Storytime,books,"Listen, laugh and roar with favourite stories old and new. Join us for this fun program for older toddlers, pre-schoolers and their carers, with books, stories, rhymes, and songs. Ideal for children from 3 to 5 years. Just drop in for an opportunity to connect with fellow parents while making regular library visits part of your child's routine.",3 - 5 years,Tuesday,10:00 am - 10:30 am,Runaway Bay Library,"Lae Dr, Runaway Bay QLD 4216",
QLD,City of Gold Coast,Storytime,books,"Listen, laugh and roar with favourite stories old and new. Join us for this fun program for older toddlers, pre-schoolers and their carers, with books, stories, rhymes, and songs. Ideal for children from 3 to 5 years. Just drop in for an opportunity to connect with fellow parents while making regular library visits part of your child's routine.",3 - 5 years,Saturday,10:00 am - 10:30 am,Runaway Bay Library,"Lae Dr, Runaway Bay QLD 4216",
QLD,City of Gold Coast,Toddler Time,toddler_session,"Sing, move and groove, learn new words and make new friends.",2 - 4 years,Tuesday,9:30 am - 10:00 am,Ormeau Community Lounge & Library,"3 Cuthbert Dr, Ormeau QLD 4208",
QLD,City of Gold Coast,Baby Rhyme Time,infant_session,"Giggle, coo and cuddle with favourite rhymes and songs.",0 - 2 years,Tuesday,10:00 am - 10:30 am,Elanora Library,"The Pines Shopping Centre, Guineas Creek Rd, Elanora QLD 4221",
QLD,City of Gold Coast,Baby Rhyme Time,infant_session,"Giggle, coo and cuddle with favourite rhymes and songs.",0 - 2 years,Tuesday,10:00 am - 10:30 am,Helensvale Library,"Corner Lindfield Road and, Sir John Overall Dr, Helensvale QLD 4212",
QLD,City of Gold Coast,Baby Rhyme Time,infant_session,"Giggle, coo and cuddle with favourite rhymes and songs.",0 - 2 years,Tuesday,10:00 am - 10:30 am,Broadbeach Library,"61 Sunshine Blvd, Mermaid Waters QLD 4218",
QLD,City of Gold Coast,Baby Rhyme Time,infant_session,"Giggle, coo and cuddle with favourite rhymes and songs.",0 - 2 years,Tuesday,10:00 am - 10:30 am,Robina Library,"196 Robina Town Centre Dr, Robina QLD 4226",
QLD,City of Gold Coast,Storytime,books,"Listen, laugh and roar with favourite stories old and new.",3 - 5 years,Tuesday,10:00 am - 10:30 am,Upper Coomera Library,"Corner Reserve and Abraham Roads, Upper Coomera QLD 4209",
QLD,City of Gold Coast,Storytime,books,"Listen, laugh and roar with favourite stories old and new.",3 - 5 years,Tuesday,10:00 am - 10:30 am,Nerang Library,"Corner White and, Price St, Nerang QLD 4211",
QLD,City of Gold Coast,Storytime,books,"Listen, laugh and roar with favourite stories old and new.",3 - 5 years,Tuesday,10:00 am - 10:30 am,Southport Library,"Corner Garden and, Lawson St, Southport QLD 4215",
QLD,City of Gold Coast,Toddler Time,toddler_session,"Sing, move and groove, learn new words and make new friends.",2 - 4 years,Tuesday,10:00 am - 10:30 am,Burleigh Heads Library,"Park Ave, Burleigh Heads QLD 4220",
QLD,City of Gold Coast,Toddler Time,toddler_session,"Sing, move and groove, learn new words and make new friends.",2 - 4 years,Tuesday,11:00 am - 11:30 am,Robina Library,"196 Robina Town Centre Dr, Robina QLD 4226",
QLD,City of Gold Coast,Baby Rhyme Time,infant_session,"Giggle, coo and cuddle with favourite rhymes and songs.",0 - 2 years,Wednesday,10:00 am - 10:30 am,Upper Coomera Library,"Corner Reserve and Abraham Roads, Upper Coomera QLD 4209",
QLD,City of Gold Coast,Baby Rhyme Time,infant_session,"Giggle, coo and cuddle with favourite rhymes and songs.",0 - 2 years,Wednesday,10:00 am - 10:30 am,Southport Library,"Corner Garden and, Lawson St, Southport QLD 4215",
QLD,City of Gold Coast,Storytime,books,"Listen, laugh and roar with favourite stories old and new.",3 - 5 years,Wednesday,10:00 am - 10:30 am,Burleigh Waters Library,"Corner of Christine Avenue and, Galeen Dr, Burleigh Waters QLD 4220",
QLD,City of Gold Coast,Storytime,books,"Listen, laugh and roar with favourite stories old and new.",3 - 5 years,Wednesday,10:00 am - 10:30 am,Elanora Library,"The Pines Shopping Centre, Guineas Creek Rd, Elanora QLD 4221",
QLD,City of Gold Coast,Storytime,books,"Listen, laugh and roar with favourite stories old and new.",3 - 5 years,Wednesday,10:00 am - 10:30 am,Broadbeach Library,"61 Sunshine Blvd, Mermaid Waters QLD 4218",
QLD,City of Gold Coast,Toddler Time,toddler_session,"Sing, move and groove, learn new words and make new friends.",2 - 4 years,Wednesday,10:00 am - 10:30 am,Nerang Library,"Corner White and, Price St, Nerang QLD 4211",
QLD,City of Gold Coast,Toddler Time,toddler_session,"Sing, move and groove, learn new words and make new friends.",2 - 4 years,Wednesday,10:00 am - 10:30 am,Coolangatta Library,"Level 1 The Strand Corner Marine Parade and, Dutton St, Coolangatta QLD 4225",
QLD,City of Gold Coast,Toddler Time,toddler_session,"Sing, move and groove, learn new words and make new friends.",2 - 4 years,Wednesday,10:00 am - 10:30 am,Helensvale Library,"Corner Lindfield Road and, Sir John Overall Dr, Helensvale QLD 4212",
QLD,City of Gold Coast,Toddler Time,toddler_session,"Sing, move and groove, learn new words and make new friends.",2 - 4 years,Wednesday,10:00 am - 10:30 am,Runaway Bay Library,"Lae Dr, Runaway Bay QLD 4216",
QLD,City of Gold Coast,Baby Rhyme Time,infant_session,"Giggle, coo and cuddle with favourite rhymes and songs.",0 - 2 years,Thursday,09:30 am - 10:00 am,Runaway Bay Library,"Lae Dr, Runaway Bay QLD 4216",
QLD,City of Gold Coast,Baby Rhyme Time,infant_session,"Giggle, coo and cuddle with favourite rhymes and songs.",0 - 2 years,Thursday,10:00 am - 10:30 am,Runaway Bay Library,"Lae Dr, Runaway Bay QLD 4216",
QLD,City of Gold Coast,Baby Rhyme Time,infant_session,"Giggle, coo and cuddle with favourite rhymes and songs.",0 - 2 years,Thursday,10:00 am - 10:30 am,Nerang Library,"Corner White and, Price St, Nerang QLD 4211",
QLD,City of Gold Coast,Baby Rhyme Time,infant_session,"Giggle, coo and cuddle with favourite rhymes and songs.",0 - 2 years,Thursday,10:00 am - 10:30 am,Burleigh Waters Library,"Corner of Christine Avenue and, Galeen Dr, Burleigh Waters QLD 4220",
QLD,City of Gold Coast,Toddler Time,toddler_session,"Sing, move and groove, learn new words and make new friends.",2 - 4 years,Thursday,10:00 am - 10:30 am,Upper Coomera Library,"Corner Reserve and Abraham Roads, Upper Coomera QLD 4209",
QLD,City of Gold Coast,Toddler Time,toddler_session,"Sing, move and groove, learn new words and make new friends.",2 - 4 years,Thursday,10:00 am - 10:30 am,Broadbeach Library,"61 Sunshine Blvd, Mermaid Waters QLD 4218",
QLD,City of Gold Coast,Toddler Time,toddler_session,"Sing, move and groove, learn new words and make new friends.",2 - 4 years,Thursday,10:00 am - 10:30 am,Southport Library,"Corner Garden and, Lawson St, Southport QLD 4215",
QLD,City of Gold Coast,Toddler Time,toddler_session,"Sing, move and groove, learn new words and make new friends.",2 - 4 years,Thursday,10:00 am - 10:30 am,Elanora Library,"The Pines Shopping Centre, Guineas Creek Rd, Elanora QLD 4221",
QLD,City of Gold Coast,Storytime,books,"Listen, laugh and roar with favourite stories old and new.",3 - 5 years,Friday,09:30 am - 10:00 am,Ormeau Community Lounge & Library,"3 Cuthbert Dr, Ormeau QLD 4208",
QLD,City of Gold Coast,Baby Rhyme Time,infant_session,"Giggle, coo and cuddle with favourite rhymes and songs.",0 - 2 years,Friday,10:00 am - 10:30 am,Burleigh Heads Library,"Park Ave, Burleigh Heads QLD 4220",
QLD,City of Gold Coast,Storytime,books,"Listen, laugh and roar with favourite stories old and new.",3 - 5 years,Friday,10:00 am - 10:30 am,Helensvale Library,"Corner Lindfield Road and, Sir John Overall Dr, Helensvale QLD 4212",
QLD,City of Gold Coast,Toddler Time,toddler_session,"Sing, move and groove, learn new words and make new friends.",2 - 4 years,Friday,10:30 am - 11:00 am,Burleigh Waters Library,"Corner of Christine Avenue and, Galeen Dr, Burleigh Waters QLD 4220",
QLD,City of Gold Coast,Storytime,toddler_session,"Listen, laugh and roar with favourite stories old and new.",3 - 5 years,Sunday,10:00 am - 10:30 am,Robina Library,"196 Robina Town Centre Dr, Robina QLD 4226",
QLD,City of Gold Coast,Baby Rhyme Time,infant_session,"Giggle, coo and cuddle with favourite rhymes and songs.",0 - 2 years,Monday,10:00 am - 10:30 am,Coolangatta Library,"Level 1 The Strand Corner Marine Parade and, Dutton St, Coolangatta QLD 4225",
QLD,City of Gold Coast,Signed Storytime,no_hearing,Join us for an inclusive storytime with Auslan interpretation!  NOTE: this only runs on the second Friday of the month.,0 - 5 years,Friday,09:30 am - 10:00 am,Ormeau Community Lounge & Library,"3 Cuthbert Dr, Ormeau QLD 4208",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Wednesday,9:30am - 10:00am,Ashgrove Library,"87 Amarina Avenue, Ashgrove, QLD 4060",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Friday,9:15am - 9:45am,Annerley Library,"450 Ipswich Rd, Annerley QLD 4103",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Thursday,11:30am - 12:00pm,Banyo Library,"284 St Vincents Road, Banyo, QLD 4014",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Friday,10:00am - 10:30am,Bracken Ridge Library,"Bracken St &, Barrett St, Bracken Ridge QLD 4017",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Thursday,11:30am - 12:00pm,Brisbane Square Library,"266 George Street, Brisbane City, QLD 4000",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Thursday,10:00am - 10:30am,Bulimba Library,"219 Oxford Street, Bulimba, QLD 4171",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Monday,10:30am - 11:00am,Carina Library,"Cnr Mayfield Rd &, Nyrang St, Carina QLD 4152",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Wednesday,10:00am - 10:30am,Carindale Library,"Westfield Carindale, 1151 Creek Road (near Millennium Boulevard), Carindale, QLD 4152",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Tuesday,11:00am - 11:30am,Chermside Library,"375 Hamilton Road, Chermside, QLD 4032",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Wednesday,11:00am - 11:30am,Chermside Library,"375 Hamilton Road, Chermside, QLD 4032",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Thursday,10:00am - 10:30am,Coopers Plains Library,"107 Orange Grove Road, Coopers Plains, QLD 4108",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Friday,9:15am - 9:45am,Corinda Library,"641 Oxley Rd, Corinda QLD 4075",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Tuesday,11:00am - 11:30am,Everton Park Library,"573 South Pine Road, Everton Park (entry via 7 Gearside Street), QLD 4053",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Monday,10:30am - 11:00am,Garden City Library,"Level R4 - Yellow Car Park Westfield Mount Gravatt Cnr Logan Road &, Kessels Rd, Upper Mount Gravatt QLD 4122",
