State,Council,Icon,What's On?,Suitible for,Short description,Where?,Address,Day,Time
VIC,Alpine Shire Council,books,Storytime (followed by Craft),3- 99 years,"The Library is pleased to offer weekly Story Time and Rhyme Time to engage you and your little one in song, story and interaction. No booking necessary, all welcome. If you can’t make it, a carer is a great alternative.",Bright Library,"14 Ireland St, Bright VIC 3741",Thursday,10:00am - 11:00am
VIC,Alpine Shire Council,rhymetime,Rhyme Time,0 - 2 years,"The Library is pleased to offer weekly Story Time and Rhyme Time to engage you and your little one in song, story and interaction. No booking necessary, all welcome. If you can’t make it, a carer is a great alternative.",Bright Library,"14 Ireland St, Bright VIC 3741",Friday,10:00am - 11:00am
VIC,Alpine Shire Council,books,Storytime (followed by Craft),3-99 years,"The Library is pleased to offer weekly Story Time to engage you and your little one in song, story and interaction. No booking necessary, all welcome. If you can’t make it, a carer is a great alternative.",Mount Beauty Library,"61 Lakeside Ave, Mount Beauty VIC 3699",Thursday,2:30pm - 3:30pm
VIC,Alpine Shire Council,rhymetime,Rhyme Time,0 - 2 years,"The Library is pleased to offer weekly Story Time and Rhyme Time to engage you and your little one in song, story and interaction. No booking necessary, all welcome. If you can’t make it, a carer is a great alternative.",Myrtleford Library,"20 Odonnell Ave, Myrtleford VIC 3737",Wednesday,10:00am - 11:00am
VIC,Alpine Shire Council,books,Storytime (followed by Craft),3-99 years,"The Library is pleased to offer weekly Story Time and Rhyme Time to engage you and your little one in song, story and interaction. No booking necessary, all welcome. If you can’t make it, a carer is a great alternative.",Myrtleford Library,"20 Odonnell Ave, Myrtleford VIC 3737",Thursday,11:00am - 12:00pm
VIC,Melton City Council,infant_session,Baby Bounce,0-1 years,Introduce your baby to the sounds and rhythm of language through stories and songs.,Caroline Springs Library & Learning Hub,"193-201 Caroline Springs Blvd, Caroline Springs",Tuesday,10:00 AM - 10:30 AM
VIC,Melton City Council,infant_session,Baby Bounce,0-1 years,Introduce your baby to the sounds and rhythm of language through stories and songs.,Caroline Springs Library & Learning Hub,"193-201 Caroline Springs Blvd, Caroline Springs",Wednesday,11:30 AM - 12:00 PM
VIC,Melton City Council,infant_session,Baby Bounce,0-1 years,Introduce your baby to the sounds and rhythm of language through stories and songs.,Melton Library & Learning Hub,"31 McKenzie Street, Melton",Tuesday,11:30 AM - 12:00 PM
VIC,Melton City Council,infant_session,Baby Bounce,0-1 years,Introduce your baby to the sounds and rhythm of language through stories and songs.,Melton Library & Learning Hub,"31 McKenzie Street, Melton",Wednesday,11:30 AM - 12:00 PM
VIC,Melton City Council,toddler_session,Toddler Time,1-3 years,"Engage your toddler through singing, stories, movement, and play.",Caroline Springs Library & Learning Hub,"193-201 Caroline Springs Blvd, Caroline Springs",Friday,10:00 AM - 10:30 AM
VIC,Melton City Council,toddler_session,Toddler Time,1-3 years,"Engage your toddler through singing, stories, movement, and play.",Caroline Springs Library & Learning Hub,"193-201 Caroline Springs Blvd, Caroline Springs",Friday,11:00 AM - 11:30 AM
VIC,Melton City Council,toddler_session,Toddler Time,1-3 years,"Engage your toddler through singing, stories, movement, and play.",Melton Library & Learning Hub,"31 McKenzie Street, Melton",Monday,10:00 AM - 10:30 AM
VIC,Melton City Council,toddler_session,Toddler Time,1-3 years,"Engage your toddler through singing, stories, movement, and play.",Melton Library & Learning Hub,"31 McKenzie Street, Melton",Thursday,10:00 AM - 10:30 AM
VIC,Melton City Council,books,Preschool Storytime,3-5 years,"Introduce your children to the wonderful world of books and imagination through stories, songs, rhymes, and AUSLAN (Australian Sign Language).",Caroline Springs Library & Learning Hub,"193-201 Caroline Springs Blvd, Caroline Springs",Wednesday,10:00 AM - 10:30 AM
VIC,Melton City Council,books,Preschool Storytime,3-5 years,"Introduce your children to the wonderful world of books and imagination through stories, songs, rhymes, and AUSLAN (Australian Sign Language).",Melton Library & Learning Hub,"31 McKenzie Street, Melton",Tuesday,10:00 AM - 10:30 AM
VIC,Melton City Council,books,Family Tales,0-8 years,"Storytelling sessions designed for families to enjoy library space with stories, songs, and rhymes. Note this only takes place one Saturday per month.  Check council website for more information.",Caroline Springs Library & Learning Hub,"193-201 Caroline Springs Blvd, Caroline Springs",Saturday,11:00 AM - 11:30 AM
VIC,Melton City Council,books,Family Tales,0-8 years,"Storytelling sessions designed for families to enjoy library space with stories, songs, and rhymes. Note this only takes place one Saturday per month.  Check council website for more information.",Melton Library & Learning Hub,"31 McKenzie Street, Melton",Saturday,11:00 AM - 11:30 AM
VIC,Melton City Council,books,Preschool Storytime,3-5 years,"Introduce your children to books, stories, and AUSLAN.",Caroline Springs Library & Learning Hub,"193-201 Caroline Springs Blvd, Caroline Springs",Wednesday,10:00 AM - 10:30 AM
VIC,Melton City Council,books,Preschool Storytime,3-5 years,"Introduce your children to books, stories, and AUSLAN.",Melton Library & Learning Hub,"31 McKenzie Street, Melton",Tuesday,10:00 AM - 10:30 AM
VIC,Melton City Council,books,Family Tales,0-8 years,"Storytelling with stories, songs, and rhymes for families. Note this only takes place one Saturday per month.  Check council website for more information.", Melton Library & Learning Hub,"31 McKenzie Street, Melton",Saturday,11:00 AM - 11:30 AM
VIC,Melton City Council,pencil,After Schooligans,5-12 years,"After-school fun with arts, crafts, and STEM activities.",Melton Library & Learning Hub,"31 McKenzie Street, Melton",Tuesday,3:45 PM - 4:30 PM
VIC,Melton City Council,pencil,After Schooligans,5-12 years,"After-school fun with arts, crafts, and STEM activities.",Caroline Springs Library & Learning Hub,"193-201 Caroline Springs Blvd, Caroline Springs",Tuesday,3:45 PM - 4:30 PM
VIC,Melton City Council,books,Preschool Storytime,3-5 years,"Introduce your children to books, stories, and AUSLAN.",Caroline Springs Library & Learning Hub,"193-201 Caroline Springs Blvd, Caroline Springs",Wednesday,10:00 AM - 10:30 AM
VIC,Melton City Council,books,Preschool Storytime,3-5 years,"Introduce your children to books, stories, and AUSLAN.",Melton Library & Learning Hub,"31 McKenzie Street, Melton",Tuesday,10:00 AM - 10:30 AM
VIC,Melton City Council,books,Family Tales,0-8 years,"Storytelling with stories, songs, and rhymes for families. Note this only takes place one Saturday per month.  Check council website for more information.",Caroline Springs Library & Learning Hub,"193-201 Caroline Springs Blvd, Caroline Springs",Saturday,11:00 AM - 11:30 AM
VIC,Melton City Council,pencil,After Schooligans,5-12 years,"After-school fun with arts, crafts, and STEM activities.",Melton Library & Learning Hub,"31 McKenzie Street, Melton",Tuesday,3:45 PM - 4:30 PM
VIC,Melton City Council,pencil,After Schooligans,5-12 years,"After-school fun with arts, crafts, and STEM activities.",Caroline Springs Library & Learning Hub,"193-201 Caroline Springs Blvd, Caroline Springs",Tuesday,3:45 PM - 4:30 PM
VIC,Wadonga Council,rhymetime,Rhythm and Rhymes,1.5 - 3 years,"Interactive sessions featuring shared books, active songs, and singing rhymes to develop listening, movement, and literacy skills.",Hyphen Wodonga,"126 Hovell St, Wodonga",Monday,10:30 AM - 11:00 AM
VIC,Wadonga Council,toddler_session,Stars,3-5 years,"Pre-school children enjoy stories, books, and songs, including a fun craft activity focusing on creativity and imagination, aiding school readiness.",Hyphen Wodonga,"126 Hovell St, Wodonga",Thursday,10:30 AM - 11:30 AM
VIC,Wadonga Council,infant_session,Cuddles,0-1.5 years,"Introduction to sharing stories using books, simple songs, and catchy rhymes, fostering caregiver-child bonding and supporting literacy development.",Hyphen Wodonga,"126 Hovell St, Wodonga",Friday,10:30 AM - 11:00 AM
VIC,Wadonga Council,blocks,Stay and Play,0-5 years,"Post-Storytime sessions with assorted toys, games, and activities to build developmental skills, offering caregivers opportunities to connect and learn.",Hyphen Wodonga,"126 Hovell St, Wodonga",Monday,11:00 AM - 11:30 AM
VIC,Wadonga Council,blocks,Stay and Play,0-5 years,"Post-Storytime sessions with assorted toys, games, and activities to build developmental skills, offering caregivers opportunities to connect and learn.",Hyphen Wodonga,"126 Hovell St, Wodonga",Friday,11:00 AM - 11:30 AM
VIC,City of Casey,infant_session,Baby Rhyme Time,0-2 years,"Interactive rhymes, songs, and play for babies and caregivers.",Doveton Library,"28 Autumn Pl, Doveton, VIC 3177",Tuesday,10:00 AM - 10:45 AM
VIC,City of Casey,infant_session,Baby Rhyme Time,0-2 years,"Interactive rhymes, songs, and play for babies and caregivers.",Endeavour Hills Library,"10 Raymond McMahon Blvd, Endeavour Hills, VIC 3802",Tuesday,10:15 AM - 11:00 AM
VIC,City of Casey,infant_session,Baby Rhyme Time,0-2 years,"Interactive rhymes, songs, and play for babies and caregivers.",Cranbourne West Library Lounge,"4 Flicka Blvd, Cranbourne West, VIC 3977",Tuesday,10:30 AM - 11:15 AM
VIC,City of Casey,infant_session,Baby Rhyme Time,0-2 years,"Interactive rhymes, songs, and play for babies and caregivers.",Hampton Park Library,"22-26 Stuart Ave, Hampton Park, VIC 3976",Tuesday,11:00 AM - 11:45 AM
VIC,City of Casey,toddler_session,Storytime,3-5 years,Engage children with stories and activities to foster a love for reading.,Clyde Township Family and Community Centre,"30 Oroya Grove, Clyde North, VIC 3978",Wednesday,10:00 AM - 10:45 AM
VIC,City of Casey,books,Evening Storytime,3-5 years,Evening sessions of storytelling to accommodate various schedules.,Cranbourne Library,"65 Berwick-Cranbourne Rd, Cranbourne, VIC 3977",Wednesday,6:30 PM - 7:15 PM
VIC,City of Casey,books,Family Storytime,2-5 years,Family-oriented storytelling sessions to encourage early literacy.,Cranbourne West Library Lounge,"4 Flicka Blvd, Cranbourne West, VIC 3977",Thursday,10:30 AM - 11:15 AM
VIC,City of Casey,books,Storytime,3-5 years,Interactive storytelling sessions for young children.,Manna Gum Community Centre,"2/16 Calgary Way, Cranbourne, VIC 3977",Tuesday,10:00 AM - 10:45 AM
VIC,City of Casey,books,Storytime,3-5 years,Stories and activities designed to engage preschoolers.,Doveton Library,"28 Autumn Pl, Doveton, VIC 3177",Monday,10:00 AM - 10:45 AM
VIC,City of Casey,books,Storytime,3-5 years,Community-based storytelling sessions for young children.,Orana Community Place,"62 Orana Dr, Hampton Park, VIC 3976",Monday,10:00 AM - 10:45 AM
VIC,City of Casey,books,Storytime,3-5 years,Engaging storytelling sessions to promote early literacy.,Endeavour Hills Library,"10 Raymond McMahon Blvd, Endeavour Hills, VIC 3802",Monday,11:00 AM - 11:45 AM
VIC,City of Casey,books,Afterschool Storytime,3-5 years,Post-school storytelling sessions to encourage reading habits.,Doveton Library,"28 Autumn Pl, Doveton, VIC 3177",Monday,4:00 PM - 4:45 PM
VIC,City of Casey,books,Storytime,3-5 years,Storytelling sessions aimed at preschoolers to develop literacy skills.,Hampton Park Library,"22-26 Stuart Ave, Hampton Park, VIC 3976",Thursday,11:00 AM - 11:45 AM
VIC,City of Casey,books,Storytime,3-5 years,Interactive storytelling sessions held within the shopping center.,Casey Central Shopping Centre,"400 Narre Warren – Cranbourne Rd, Narre Warren South, VIC 3805",Wednesday,10:00 AM - 10:45 AM
VIC,City of Casey,books,Storytime,3-5 years,Engaging children with stories in a shopping center setting.,Endeavour Hills Shopping Centre,"37-39 Heatherton Rd, Endeavour Hills, VIC 3802",Friday,11:00 AM - 11:45 AM
VIC,City of Casey,books,Storytime,3-5 years,Storytelling sessions designed to foster a love for reading.,Bunjil Place Library,"2 Patrick Northeast Dr, Narre Warren, VIC 3805",Wednesday,11:00 AM - 11:45 AM
VIC,City of Casey,books,Storytime,3-5 years,Interactive storytelling sessions for preschoolers.,Pakenham Library,"6 Henty Way, Pakenham, VIC 3810",Monday,10:15 AM - 11:00 AM
VIC,City of Casey,books,Storytime,3-5 years,Engaging children with stories and activities to promote literacy.,Emerald Library,"400B Belgrave-Gembrook Rd, Emerald, VIC 3782",Thursday,11:15 AM - 12:00 PM
VIC,City of Casey,toddler_session,Toddler Time,1-3 years,"Enjoy songs, stories, dancing, games, and rhymes perfect for toddlers.",Cranbourne Library,"65 Berwick-Cranbourne Rd, Cranbourne, VIC 3977",Tuesday,10:30 AM - 11:15 AM
VIC,City of Casey,toddler_session,Toddler Time,1-3 years,"Enjoy songs, stories, dancing, games, and rhymes perfect for toddlers.",Bunjil Place Library,"2 Patrick Northeast Dr, Narre Warren, VIC 3805",Tuesday,11:15 AM - 12:00 PM
VIC,Cardinia Shire Council,infant_session,Baby Rhyme Time,0-1 years,Discover songs and rhymes that babies love and learn about books your baby will enjoy.,Pakenham Library,"Henry St, Pakenham, VIC 3810",Wednesday,10:30 AM - 11:00 AM
VIC,Cardinia Shire Council,infant_session,Baby Rhyme Time,0-1 years,Join other new parents and carers to share the joy of singing and reading to your baby.,Emerald Library,"400A Belgrave-Gembrook Rd, Emerald, VIC 3782",Monday,11:15 AM - 11:45 AM
VIC,Cardinia Shire Council,pencil,Kids' Art Workshops,Up to 5,Free art workshops designed to give kids the opportunity to be creative in a supportive environment.,Cardinia Cultural Centre,"Corner Waterford Rise & Lakeside Blvd, Pakenham, VIC",Tuesday,10:00 AM - 12:00 PM
VIC,Cardinia Shire Council,lego,LEGO Club,3-99 years,Join us on the first Thursday of the month for LEGO Club. Enjoy building and creating with LEGO bricks.,Emerald Library,"400A Belgrave-Gembrook Rd, Emerald, VIC 3782",Thursday,4:00 PM - 5:00 PM
VIC,Cardinia Shire Council,toddler_session,Toddler Time,1-3 years,"Enjoy songs, stories, dancing, games, and rhymes perfect for toddlers and their families.",Emerald Library,"400A Belgrave-Gembrook Rd, Emerald, VIC 3782",Friday,11:15 AM - 11:45 AM
VIC,Cardinia Shire Council,books,Storytime,3-5 years,"A fun 45-minute session of stories, songs, rhymes, and craft especially for pre-schoolers and their families.",Emerald Library,"400A Belgrave-Gembrook Rd, Emerald, VIC 3782",Thursday,11:15 AM - 12:00 PM
VIC,South Gippsland Shire Council,lego,LEGO Club,5-12 years,Engage in creative building challenges and activities with LEGO bricks.,Mirboo North Library,"23-25 Ridgeway, Mirboo North, VIC 3871",Thursday,4:00 PM - 5:00 PM
VIC,Cardinia Shire Council,toddler_session,Toddler Time,1-3 years,"Enjoy songs, stories, dancing, games, and rhymes perfect for toddlers and their families.",Pakenham Library,"Henry St, Pakenham, VIC 3810",Tuesday,11:00 AM - 11:30 AM
VIC,South Gippsland Shire Council,lego,LEGO Play,5-12 years,Drop in and enjoy creative LEGO building sessions.,Leongatha Library,"2 Smith St, Leongatha, VIC 3953",Friday,3:30 PM - 4:30 PM
VIC,South Gippsland Shire Council,books,Storytime,3-5 years,"A fun session of stories, songs, rhymes, and craft especially for pre-schoolers and their families.",Korumburra Library,"165 Commercial St, Korumburra, VIC 3950",Wednesday,11:00 AM - 11:45 AM
VIC,South Gippsland Shire Council,books,Storytime,3-5 years,"A fun session of stories, songs, rhymes, and craft especially for pre-schoolers and their families.",Leongatha Library,"2 Smith St, Leongatha, VIC 3953",Wednesday,10:30 AM - 11:15 AM
VIC,South Gippsland Shire Council,infant_session,Baby Rhyme Time,0-1 years,Discover songs and rhymes that babies love and learn about books your baby will enjoy.,Leongatha Library,"2 Smith St, Leongatha, VIC 3953",Tuesday,11:00 AM - 11:30 AM
VIC,Cardinia Shire Council,books,Storytime,3-5 years,"A fun session of stories, songs, rhymes, and craft especially for pre-schoolers and their families.",Pakenham Library,"Henry St, Pakenham, VIC 3810",Thursday,11:00 AM - 11:45 AM
VIC,Cardinia Shire Council,pencil,Homework Support,5-12 years,"Drop-in program to help with homework questions, access reading support, or Osmo learning games.",Pakenham Library,"Henry St, Pakenham, VIC 3810",Wednesday,4:00 PM - 5:00 PM
VIC,South Gippsland Shire Council,books,Storytime,3-5 years,"A fun session of stories, songs, rhymes, and craft especially for pre-schoolers and their families.",Inverloch Library,"16 Abeckett St, Inverloch, VIC 3996",Tuesday,10:30 AM - 11:15 AM
VIC,South Gippsland Shire Council,infant_session,Baby Rhyme Time,0-1 years,Discover songs and rhymes that babies love and learn about books your baby will enjoy.,Inverloch Library,"16 Abeckett St, Inverloch, VIC 3996",Tuesday,11:30 AM - 12:00 PM
VIC,South Gippsland Shire Council,books,Storytime,3-5 years,"A fun session of stories, songs, rhymes, and craft especially for pre-schoolers and their families.",Foster Library,"9 Main St, Foster, VIC 3960",Thursday,11:00 AM - 11:45 AM
VIC,South Gippsland Shire Council,books,Storytime,3-5 years,"A fun session of stories, songs, rhymes, and craft especially for pre-schoolers and their families.",Warragul Library,"75 Victoria St, Warragul, VIC 3820",Wednesday,10:30 AM - 11:15 AM
VIC,South Gippsland Shire Council,infant_session,Baby Rhyme Time,0-1 years,Discover songs and rhymes that babies love and learn about books your baby will enjoy.,Mirboo North Library,"23-25 Ridgeway, Mirboo North, VIC 3871",Tuesday,10:30 AM - 11:00 AM
VIC,South Gippsland Shire Council,infant_session,Baby Rhyme Time,0-1 years,Discover songs and rhymes that babies love and learn about books your baby will enjoy.,Wonthaggi Library,"23 Murray St, Wonthaggi, VIC 3995",Wednesday,10:30 AM - 11:00 AM
VIC,Glenelg Shire Council,books,Magic of Storytime,0-5 years,Join us for book giveaways and fun activities in partnership with United Way Glenelg.,Portland Library,"32 Bentinck Street, Portland, VIC 3305",Friday,11:00 AM - 12:00 PM
VIC,Glenelg Shire Council,books,Heywood Rhythm & Rhymes Road Trip,0-5 years,"Engage in music, movement, and stories to spark imagination and support early literacy. Stay afterward for a cuppa.",Heywood Library,"77 Edgar Street, Heywood, VIC 3304",Tuesday,10:30 AM - 11:15 AM
VIC,Glenelg Shire Council,books,Casterton Rhythm & Rhymes Road Trip,0-5 years,"Enjoy a lively session of music, movement, and stories to promote lifelong learning. Catch up with friends afterward.",Casterton Masonic Lodge (Playgroup Building),"106 Henty Street, Casterton, VIC 3304",Thursday,10:00 AM - 10:45 AM
VIC,Glenelg Shire Council,rhymetime,Portland Rhymetime,0-2 years,"Rhymetime sessions for parents, carers, and babies, featuring stories, interaction, and movement. No bookings required.",Portland Library,"32 Bentinck Street, Portland, VIC 3305",Tuesday,11:00 AM - 11:30 AM
VIC,Glenelg Shire Council,books,Storytime,3-5 years,Weekly Storytime sessions with stories and fun activities for preschool-aged children. No bookings required.,Portland Library,"32 Bentinck Street, Portland, VIC 3305",Friday,11:00 AM - 12:00 PM
